id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
854,mukai_takumi,mukai_takumi,,,向井拓海,"An iDOLM@STER Cinderella Girls character in the Passion (Yellow Sun) category. She is an 18 year old bousouzoku who doesn't believe she's suited to be an idol, but tries her best. She's noted for having a 95 cm Bust. Takumi is a rough, rude sukeban who leaves behind life as a gang leader for a life on the stage. She tends to be very shy and reluctant about her performances; mostly because she worries about the damage to her rep. She can be viewed as tsundere, both towards the Producer, and towards her idoldom in general. Her idol outfits tend to be very cute or very elegant. She has the tendency to trill her R’s, which is a speech pattern associated with Japanese gangsters.She is voiced by Hara Yuuko [原 優子].
Age: 	18
Height: 	163 cm
Weight: 	53 kg
Three sizes: 	95-60-87
Blood type: 	A
Birthday: 	August 7
Horoscope: 	Leo
Hobbies: 	Bike tinkering
Dominant Hand: 	Right
Birth Place: 	Kanagawa",一iDOLM@STER灰姑娘的性格在激情（黄太阳）类。她是一个18岁的布苏佐库谁不认为她适合成为一个偶像，但她尽力了。她以95厘米的胸围闻名。Takumi是一个粗暴，粗鲁的sukeban谁留下了作为一个帮派头目的生活在舞台上的生活。她对自己的表演往往非常害羞和不情愿；主要是因为她担心自己的代言人会受到损害。无论是对制片人，还是对自己的偶像，她都可以被看作是一个特松德尔。她的偶像服装往往非常可爱或非常优雅。她有颤音的倾向，这是一种与日本黑帮有关的语言模式[原 優子].
855,mukaido_manaka,mukaido_manaka,,,向井戸まなか,,
856,mumei_(kabaneri),mumei_(kabaneri),,,無名|無名(甲鉄城のカバネリ)|穂積,,
857,muppo,muppo,,,ムーミンほっぽ|むっぽちゃん,"Due to the way that Twitter makes thumbnails, a certain comic's last panel made Northern Ocean Princess look like Moomintroll, and so a legend was born.As indicated above, Muppo is a mash-up between Northern Ocean Princess and a Moomin created by Sazanami Konami. She (?) has Hoppo's hair, horns (in place of a Moomin's ears), spiked collar, anklets and mittens while the rest is generic Moomintroll stuff.She is noted to be extremely unlucky and/or clumsy. Most of her series (pool #9684) has her failing at everyday tasks. Seems to like mayonnaise.",由于Twitter制作缩略图的方式，某漫画的最后一个面板让北洋公主看起来像Moomintroll，于是一个传说诞生了，如上所述，Muppo是北洋公主和Sazanami Konami创造的Moomin的混搭。她（？）有Hoppo的头发，角（代替Moomin的耳朵），尖领，脚镯和手套，其余的都是普通的Moomintroll材料。她是非常不走运和/或笨拙的。她的大部分系列（pool#9684）都有她在日常工作中的失败。好像喜欢蛋黄酱。
858,murasa_minamitsu,murasa_minamitsu,,,村紗水蜜,"The ""Ghost of the Shipwreck"". Stage 4 boss of Touhou's Undefined Fantastic Object. Captain Murasa is the ghost of a drowned girl who earned notoriety for her ability to capsize ships, until she was adopted by Hijiri Byakuren who appointed her as captain of her ship. After Byakuren was sealed, Murasa and her fellow disciples Toramaru Shou and Kumoi Ichirin moved in to save her using the same ship she entrusted to them. Usually seen holding a hishaku.She has been memetically referred to as Captain Murasa.",“沉船之魂”。第四阶段头侯未定义的奇幻对象的老板。穆拉萨船长是一个溺水女孩的鬼魂，她因能翻船而臭名昭著，直到她被任命为船长的拜库伦收养。拜雅库伦被封印后，穆拉萨和她的同门弟子寿彻丸和一林久美用她托付给他们的同一艘船来救她。通常看到她拿着一个hishaku。她在记忆中被称为Murasa船长。
859,murasaki_shikibu_(fate),murasaki_shikibu_(fate),,,紫式部|紫式部(Fate),"Caster-class Servant in Fate/Grand Order; her Noble Phantasm is ""Genji Monogatari: Aoi Mononoke"". A Japanese novelist, poet, and lady-in-waiting during the Heian period, she is often cited as history's first novelist with her work ""The Tale of Genji"".Character Design: Honjou RaitaVoice Actress: Kayano Ai",命运/大秩序中的法师级仆人；她高贵的幻觉是“源氏物语：青草物语”。她是平安时期的日本小说家、诗人、候补夫人，作品《源氏物语》被誉为历史上第一位小说家
860,murasaki_shion,murasaki_shion,,,紫咲シオン|シオンの書物,"A Virtual YouTuber and 2nd batch member of hololive.A magician with yellow eyes and short eyebrows, she has long silver hair with blunt bangs and sidelocks, her regular hairstyle consists of a half updo tied into a cone side bun and held with a hairband and a hexagram hair ornament.Her default costume (post #3592117) consists of a black tilted witch hat, a long-sleeved grey vertical-striped pinstriped cropped shirt that exposes her midriff, a black and purple capelet, a pink bowtie on her hands, a black lowleg mini or microskirt, black gloves, vertical-striped thighhighs, a chain thighlet and black loafers with a star on them.Her second outfit (post #4203952) is a gothic lolita cat girl costume consisting of a black bonnet, a layered short, frilled, pinstriped, sleeveless black criss-cross halter dress with center frills, bows and a star-shaped brooch, black detached wide juliet sleeves, a frilled choker, a light purple or grey print pantyhose with a chain print and black mary janes. She has cat ears and a cat tail with a tail bow and keeps her hair in twintails with a frilled hair ribbon with this costume.Shion is a smug, cheeky brat (""kusogaki"") who speaks bluntly without the usual politeness/consideration associated with the Japanese language. While she wants to be seen as an adult, thanks to her childish appearance and mannerisms, all attempts by Shion to appear adult-like end up looking very silly. She's is usually paired with Minecraft neighbor Minato Aqua, the dispute between the two resulting in Shion's house being partially destroyed and then sloppily patched up by Aqua. Another is the formerly popular ""Manjigumi"" Trio where Shion is paired with Aqua and Nakiri Ayame.",一个虚拟的YouTube和hololive的第二批成员。一个黄眼睛和短眉毛的魔术师，她有着长长的银发，钝刘海和侧发，她通常的发型是把半个发髻扎成一个圆锥形的发髻，用发带和一个六角形的发饰固定住。她默认的服装（post 3592117）是一顶黑色的倾斜女巫帽，一件露出中腹的灰色垂直条纹细条纹不规则剪裁衬衫，一件黑色和紫色的披风，一条粉色的领结，黑色lowleg迷你裙或迷你裙、黑色手套、垂直条纹长裤、链式长裤和印有星星图案的黑色休闲鞋。她的第二套服装（邮政编码4203952）是哥特式lolita猫女服装，包括黑色帽子、分层短褶边细条纹无袖黑色十字吊带裙和中心褶边，蝴蝶结和星形胸针，黑色的宽朱丽叶袖子，褶边项链，浅紫色或灰色印花连裤袜和黑色玛丽珍妮丝。她有一对猫耳朵和一条带尾弓的猫尾巴，并用一条褶边的发带和这套服装保持头发的成对。Shion是一个沾沾自喜、厚颜无耻的孩子（“kusogaki”），说话直率，没有日语中通常的礼貌/体贴。虽然她希望被视为一个成年人，但由于她孩子气的外表和举止，所有试图让她看起来像成年人的行为最终都显得非常愚蠢。她通常与Minecraft的邻居Minato Aqua搭档，两人的争执导致Shion的房子部分被毁，然后被Aqua草率地修补起来。另一个是以前流行的“Manjigumi”三重奏，其中Shion与Aqua和Nakiri Ayame搭配。
861,myoudouin_itsuki,myoudouin_itsuki,,,明堂院いつき,"Introduced as a handsome male student in Heartcatch Precure!, Itsuki is actually a girl who is set to inherit her family's dojo due to her older brother Satsuki being ill.She transforms into Cure Sunshine.",在Heartcatch Precure被介绍为英俊的男生！，Itsuki其实是一个因为哥哥Satsuki生病而要继承家族道场的女孩，她变成了治愈阳光。
862,mystia_lorelei,mystia_lorelei,,,ミスティア・ローレライ|みすちー,"The ""Night Sparrow."" Stage 2 mid-boss and boss of Touhou's Imperishable Night and a playable character in Phantasmagoria of Flower View.An egocentric night sparrow youkai who can induce confusion and night-blindness with her song. She dislikes yakitori (grilled chicken) and has set up a grilled lamprey eel stand in protest, convincing blinded travelers that her eels cure blindness (she cures them on the spot).She is best known, however, for having been reputedly devoured by Saigyouji Yuyuko during IN, only to reappear in PoFV, landing her a place in Team 9, a posse of low-tier Touhou characters.",“夜麻雀”。第二阶段，头后《不朽之夜》中的中间老板和老板，花景幻境中的一个可玩角色。一个以自我为中心的夜麻雀尤凯，她能用歌声引起混乱和夜盲症。她不喜欢烤鸡（yakitori），并设立了一个烤鳗摊以示抗议，让失明的游客相信她的鳗鱼可以治愈失明（她当场治愈）。然而，她最出名的是，据说在年被Saigyouji Yuyuko吞食，结果在PoFV再次出现，让她在第9队获得了一席之地，一群低级的土豪。
863,n_(pokemon),n_(pokemon),,,n(トレーナー),"Lead antagonist of Pokemon Black and White, and supporting character in Pokemon Black 2 and White 2.He is the ""King"" of Team Plasma. He regularly challenges the player character, Hilbert or Hilda, in order to confirm his ideas of justice. He calls Pokémon ""friends"", but he wants to split humans and Pokémon and divide them to create a black and white world. He has the unique idea to set Pokémon free from people, and looks for the power to bring his idea to reality. He returns in the sequel games to help thwart the schemes of his father, Ghetsis Harmonia, who has formed his own Team Plasma with the intent of taking over Unova by force.Full Name: Natural Harmonia Gropius",《口袋妖怪黑与白》的主要对手，以及《口袋妖怪黑2》和《口袋妖怪白2》的配角。他是团队血浆的“国王”。他经常挑战玩家角色希尔伯特或希尔达，以确认他的正义观。他称神奇宝贝为“朋友”，但他想把人类和神奇宝贝分开，把他们分开，创造一个黑白世界。他有一个独特的想法，把神奇宝贝从人们中解放出来，并寻找力量把他的想法变成现实。他在续集游戏中回来，帮助挫败他父亲盖齐斯·哈莫尼娅的阴谋，他组建了自己的Plasma团队，意图以武力接管联合国维也纳办事处。全名：Natural Harmonia Gropius
864,nadia,nadia,,,ナディア|ナディア・ラ・アルウォール,The main character of Fushigi no Umi no Nadia. Full name: Nadia la Arwall.,主要人物是福希吉诺乌米诺纳迪亚。全名：娜迪娅·拉阿沃尔。
865,naegi_makoto,naegi_makoto,,,苗木誠,"The protagonist of Danganronpa: Trigger Happy Havoc and Danganronpa 3 Future Arc, an ordinary boy who is accepted to Hope's Peak Academy through a lottery. He's titled the Ultimate Lucky Student (超高校級の「幸運」).He has short brown hair with a prominent ahoge and brown eyes. In Danganronpa: Trigger Happy Havoc he wears a green hoodie with a black jacket over it and black pants. In Danganronpa 3, he wears a green necktie, a collared white shirt with a black jacket and black pants as he has to appear in a formal outfit.His title became the Ultimate Hope (超高校級の「希望」) near the end of the game.",《丹格朗帕：触发快乐浩劫》和《丹格朗帕3未来之弧》的主人公，一个普通男孩，通过彩票被希望之峰学院录取。他被称为终极幸运学生(超高校級の「幸運」).他有一头棕色短发，突出的头发和棕色的眼睛。在丹格朗帕：触发快乐浩劫他穿着绿色连帽衫，黑色夹克和黑色裤子。在《丹格朗帕3》中，他戴着一条绿色的领带，一件有领的白衬衫，一件黑色的夹克和一条黑色的裤子，因为他必须穿着正式的服装出现，他的头衔成了最终的希望(超高校級の「希望」) 比赛快结束了。
866,nagae_iku,nagae_iku,,,永江衣玖,"The ""Beautiful Scarlet Cloth"". Sub-boss of Touhou's Scarlet Weather Rhapsody and playable character in that and Touhou Hisoutensoku.Her usual garments are:Head: black hat, hat bow, hat ribbonTop: frilled capelet, long, frilled sleeves, white shirtBottom: black skirt, black footwear. May have pantyhose.Accessories: Hagoromo (her Frilled Shawl).A celestial and messenger of the Dragon Palace who came to Gensokyo to warn its citizens of a massive earthquake, having the ability to read the atmosphere. She uses her hagoromo as a weapon (most notably as a drill, but is best remembered for her spellcard activation pose, which is similar to that used by John Travolta in the film Saturday Night Fever or Great Mazinger's Thunder Break. Hinted to be a nanny figure to Hinanawi Tenshi.",“美丽的红布”。头厚的猩红天气狂想曲的副老板和可玩的角色在那和头厚Hisoutensoku。她通常的衣服是：头：黑色帽子，帽子蝴蝶结，帽子缎带顶：褶边斗篷，长，褶边袖子，白色衬衫底：黑色裙子，黑色鞋。可能有连裤袜。配饰：Hagoromo（她的褶边披肩）。龙宫的一位天职和信使，他来到根索基警告其公民发生大地震，有能力解读大气。她使用她的hagoromo作为武器（最著名的是作为一个演习，但最难忘的是她的咒语卡激活姿势，这是类似于约翰特拉沃尔塔在电影《星期六晚上发烧》或《伟大的马辛格的雷霆霹雳》中使用的姿势）。暗示是一个保姆的形象，以日纳威天师。
867,naganohara_mio,naganohara_mio,,,長野原みお,One of the main characters in Nichijou. She has blue hair with short twintails and hair cubes.,《日月》中的主要人物之一。她有一头蓝色的头发，短辫子和短发。
868,nagato_yuki,nagato_yuki,,,長門有希,"Character from The Melancholy of Haruhi Suzumiya. An alien humanoid interface designed to observe Haruhi, and a bookworm. Rarely shows emotions.",性格来源于铃木春喜的忧郁。一个外星类人界面，用来观察春日和书虫。很少表现出情绪。
869,nagi,nagi,,,,"Ambiguous tag. Do not use.For the character formerly tagged here, see nagi (kannagi).",不明确的标记。不要使用。对于以前在这里标记的字符，请参阅nagi（kannagi）。
870,nagisa_kaworu,nagisa_kaworu,,,渚カヲル,A character from Neon Genesis Evangelion. He is the Fifth Child and the replacement pilot of Evangelion Unit 02. He also claims to love Ikari Shinji.,霓虹创世福音中的人物。他是第五个孩子，也是福音02号机组的替补飞行员。他还声称爱伊卡里真嗣。
871,nakano_azusa,nakano_azusa,,,中野梓|けいおん!!2年生トリオ|あずにゃん,"A main character of K-On!. She is often referred to as ""Azu-nyan"" by her mates.The youngest and newest member of the Light Music Club, joining in her freshman year (with her other bandmates already in their second year). Like bandmate Hirasawa Yui, Azusa is also a guitarist, but with years of experience at hand compared to the former, playing a Fender Mustang. While trying to act as the straight girl of the band who often finds herself bewildered by her bandmates' lax habits, she also has a weakness for cakes and is rather easily placated, often by being petted.",K-On！的主角！。她经常被她的伙伴们称为“阿祖年”。她是轻音乐俱乐部最年轻和最新的成员，在她大一的时候加入了她的乐队（她的其他乐队成员已经在他们的第二年了）。和乐队成员平川佑一一样，阿祖萨也是一名吉他手，但与前者相比，他有着多年的经验，演奏的是一辆挡泥板野马。当她试图扮演乐队中的直男女孩时，她发现自己经常被乐队成员的宽松习惯弄得不知所措，同时她也对蛋糕有一种弱点，而且很容易被安抚，经常被人抚摸。
872,nakano_miku,nakano_miku,,,中野三玖,"A character in Go-Toubun No Hanayome as well as the third eldest of the Nakano Quintuplet sisters. She has long brown hair and blue eyes.Miku has a quiet and passive personality, few friends, and an interest in Japanese warlords during specific eras of Japanese history. She likes matcha but hates chocolates. Her favorite drink is green tea, her favorite animals are hedgehogs, her favorite TV program type is documentary, her best subject is social science, and her daily convention is divination. She usually is wearing blue headphones around her neck.She, like her sisters, has large breasts.Her voice actor is Itou Miku (Japanese) and Felecia Angelle (English).",一个角色在Go Toubun No Hanayome以及中野五胞胎姐妹的第三大。她有一头棕色的长发和一双蓝色的眼睛，性格沉默寡言，很少有朋友，在日本历史的特定时期对日本军阀很感兴趣。她喜欢抹茶，但讨厌巧克力。她最喜欢的饮料是绿茶，她最喜欢的动物是刺猬，她最喜欢的电视节目类型是纪录片，她最好的科目是社会科学，她的日常惯例是占卜。她通常脖子上戴着蓝色的耳机。她和她的姐妹们一样，胸部很大。她的配音演员是Itou Miku（日本人）和Felecia Angelle（英国人）。
873,nakano_nino,nakano_nino,,,中野二乃,"A character in Go-toubun no Hanayome and second eldest of the Nakano Quintuplet sisters. She has blue eyes and long pink hair (later short) with two butterfly-themed hair ribbons on each side.Nino is caring and playful with her sisters, she shows a grumpy and somewhat aggressive personality to outsiders. She likes pancakes but hates tsukemono. Her favorite drink is warm water, her favorite animals are rabbits, her favorite TV program type is variety shows, her best subject is English, and her daily convention is putting on a facial mask and doing yoga. Nino is also fashionable and skilled at cooking, hinted to have dreams of becoming a chef. Due to her poor eyesight, she wore contact lenses.She, like her sisters, has large breasts.Her voice actor is Taketatsu Ayana (Japanese) and Jill Harris (English).",中野五胞胎姐妹中的一个角色。她有一双蓝色的眼睛，一头粉红色的长发（后短发），两边各有两条蝴蝶主题的发带。尼诺对姐妹们很关心，也很顽皮，她在外人面前表现出脾气暴躁，有点咄咄逼人的个性。她喜欢薄煎饼，但讨厌竹野。她最喜欢的饮料是温水，她最喜欢的动物是兔子，她最喜欢的电视节目类型是综艺节目，她最好的科目是英语，她的日常习俗是戴上面具和做瑜伽。尼诺也很时尚，擅长烹饪，暗示自己有当厨师的梦想。由于视力不好，她戴了隐形眼镜。她和她的姐妹们一样，胸部很大。她的配音演员是Taketatsu Ayana（日本人）和Jill Harris（英国人）。
874,nakano_yotsuba,nakano_yotsuba,,,中野四葉,"A character in Go-toubun no Hanayome and fourth of the Nakano Quintuplet sisters. She has blue eyes and medium-length orange hair with a green hair ribbon.Yotsuba is always cheerful, friendly, and good at sports. However, her constantly active personality can annoy others. She likes citrus unshiu but hates bell peppers. She likes watching anime and loves drinking carbonated fruit juice. Her favorite animals are camels, her best subject is Japanese, and her daily convention is watering plants. Her actions usually suggest either a complete absence of thought or unconscious intricate plans far beyond anything the other characters could imagine.She, like her sisters, has large breasts.Her voice actor is Sakura Ayane (Japanese) and Bryn Apprill (English).",一个角色在Go toubun NoHanayome和中野五胞胎姐妹的第四。她有一双蓝色的眼睛，一头中等长度的橘色头发和一条绿色的发带。然而，她不断活跃的个性会惹恼别人。她喜欢柑橘，但讨厌甜椒。她喜欢看动漫，喜欢喝碳酸果汁。她最喜欢的动物是骆驼，她最好的科目是日语，她每天的例行公事是给植物浇水。她的行为通常表明她要么完全没有思想，要么是无意识的复杂计划，远远超出了其他角色的想象。她和她的姐妹们一样，有着巨大的乳房。她的配音演员是樱叶（日本）和布林阿普瑞尔（英国）。
875,nakoruru,nakoruru,,,ナコルル,"One of the main cast of Samurai Spirits. An Ainu priestess, she lives with her little sister Rimururu and travels with her companions Mamahaha (a hawk) and Shikuru (a wolf).SNK have admitted that her famous ""This is nature's punishment"" quote is based on Sailor Moon.See also:
SNK wikia page
Rera (a dark persona of Nakoruru)
Murasaki Nakoruru (another, violent persona of Nakoruru)",武士精神的主要演员之一。作为一名阿伊努女祭司，她和她的妹妹里穆鲁鲁住在一起，和她的同伴马玛哈（一只鹰）和希库鲁（一只狼）一起旅行。SNK承认她著名的“这是大自然的惩罚”名言是基于水手月亮的。另见：
876,namazuo_toushirou,namazuo_toushirou,,,鯰尾藤四郎|鯰骨,"A Touken Ranbu character.A wakizashi, converted from a naginata. One of the many Toushirou brothers, and is especially close to Honebami Toushirou, whose quieter personality contrasts his. He has an outgoing, cheerful and somewhat spacey personality. His occasionally odd behavior is most notable in his Internal affairs quote ""馬糞は嫌いなやつになげるー"" (""I'll throw horse poop at those I hate~""), which naturally results in fanworks giving him a strange fixation on horse poop. He lost some memories due to being burned in a fire during the siege on Osaka Castle, but he claims he doesn't let his memory loss overwhelm him. However, there are indications that it bothers him more than he lets on.He has long black hair tied in a ponytail, along with a prominent ahoge, and purple eyes. His usual outfit is the military uniform worn by most of the other Awataguchi swords, along with a black necktie and black sode on one shoulder. His Kiwame form gives him high heels and more elaborate armor, and his hairstyle has changed to a high ponytail.Often compared to Shigure, with his black hair and his prominent ahoge making him look rather like a male version of her.Namazuo (鯰尾) means ""catfish tail"", which is reflected in his Kiwame form with the sode on his right arm resembling a catfish.","一个土肯兰布字符。一个wakizashi，从一个naginata转换而来。通弘兄弟众多通弘兄弟中的一个，与本部通弘关系特别密切，后者比较安静的性格与他形成鲜明对比。他性格开朗开朗，有点古怪。他偶尔的古怪行为在他的内务语录中最为引人注目馬糞は嫌いなやつになげるー"" (""我会把马粪扔给那些我讨厌的人，这自然会导致fanworks对马粪产生一种奇怪的注视。在包围大阪城堡的过程中，他因为在火灾中被烧毁而失去了一些记忆，但他声称自己并没有让记忆的丧失压倒自己。然而，有迹象表明，这让他感到困扰，他有一头长长的黑色头发扎在马尾辫里，还有一个突出的阿霍奇，还有一双紫色的眼睛。他通常的装束是其他大多数Awataguchi剑客穿的军装，还有一条黑色领带和一个肩膀上的黑色软垫。他的Kiwame外形给了他高跟鞋和更精致的盔甲，他的发型也变成了高马尾辫。经常与Shigure相比，他黑色的头发和突出的头发使他看起来更像一个男性版的她。Namazuo(鯰尾) 意思是“鲶鱼尾巴”，这是反映在他的Kiwame形式和苏打水在他的右臂像鲶鱼。"
877,nami_(one_piece),nami_(one_piece),,,ナミ,"One Piece character. The navigator of the Straw Hat Pirates. She has an adopted sister named Nojiko.She is clever and very greedy, but will often run from a fight due to her lack of strength.",一体式角色。草帽海盗的领航员。她有一个被收养的妹妹叫野子。她聪明又贪婪，但经常因为缺乏力量而逃避争斗。
878,nanachi_(made_in_abyss),nanachi_(made_in_abyss),,,ナナチ,"Nanachi (ナナチ, ななち) is one of the main characters appearing in Made in Abyss, voiced by Izawa Shiori.This character's gender is ambiguous, and should be tagged as 1other unless depicted with definitive male or female features.Nanachi looks like an anthropomorphic rabbit with goat-like horizontal pupils and a long tail. Often seen wearing a helmet with horns. The white hair and yellow eyes are unchanged from the human form. Nanachi lives with Mitty in the abyss, and has a habit of saying ""nna"" (んなぁ) in their speech.","南町(ナナチ, ななち) 是《深渊制造》中出现的主要人物之一，由井泽茂配音。这个角色的性别不明确，除非描绘出明确的男性或女性特征，否则应该被标记为1。南池看起来像一只有山羊般水平瞳孔和长尾的拟人兔子。经常看到戴着带角的头盔。白色的头发和黄色的眼睛与人类形态没有变化。纳纳奇和米蒂一起生活在深渊里，有说“nna”的习惯(んなぁ) 在他们的演讲中。"
879,nanami_chiaki,nanami_chiaki,,,七海千秋,"Character from Danganronpa 2: Goodbye Despair. Her title is Ultimate Gamer (超高校級の「ゲーマー」).She has flipped pink or brown medium hair with a hairclip, and pink eyes. She has medium to large breasts. She wears apleated brown skirt, black over-kneehighs, and a black and white dress shirt that is tucked in her skirt. She has a hooded jacket that's shaped like a cat hood and she carries a pink backpack, that's shaped like a cat bag. As the Ultimate Gamer, she loves video games of all kinds, and playing so many games has given her a wide range of general knowledge. Because of this you mostly see her holding and playing on a handheld game console. When she's not with Hinata or Nagito, she's sometimes seen with Monomi by her side.
In Danganronpa 2: Goodbye Despair she is actually an artificial intelligence. Her creator and ""father"" was Fujisaki Chihiro, the Ultimate Programmer from Danganronpa: Trigger Happy Havoc who programmed her A.I. for the Neo World Program.
Danganronpa 3 reveals her to be based off of an actual Nanami Chiaki, who was part of Class 77-B and was executed by Junko to push the rest of the class into despair. In this show she's wearing the Hope's Peak Academy School Uniform with a brown jacket and brown skirt.",《丹格朗帕2》中的人物：再见绝望。她的头衔是终极玩家(超高校級の「ゲーマー」).她有一头粉红色或棕色的中发，有一个发夹，还有一双粉红色的眼睛。她的胸部从中到大。她穿了一条深褐色的裙子，膝盖以上是黑色的，裙子里塞着一件黑白相间的衬衫。她有一件连帽夹克，形状像猫兜帽，她背着一个粉红色的背包，形状像猫包。作为终极游戏玩家，她喜欢各种各样的电子游戏，玩这么多游戏让她掌握了广泛的常识。正因为如此，你几乎可以看到她拿着一个手持式游戏机玩游戏。当她不在中田或长藤身边时，有时会看到她和莫莫莫在一起。
880,nanao_yuriko,nanao_yuriko,,,七尾百合子,One of the characters of “THE IDOLM@STER MILLION LIVE!”.She has yellow eyes and blue hair.,“the”的一个角色IDOLM@STER万岁。她有黄色的眼睛和蓝色的头发。
881,nanasaki_ai,nanasaki_ai,,,七咲逢|七咲,"One of the heroines of Amagami.Age: 16 (Amagami SS), 17 (Amagami SS Plus)Class: 1-BClub: Swimming TeamHeight: 160 cmWeight: 50 kgBirthday: February 21Blood type: OA classmate of Tachibana Miya's. She is part of their school's girl swimming team. She has a younger brother named Ikuo and is very calm in nature, and humble.Her story is the fourth arc of the anime.",Amagami的女主角之一。年龄：16岁（Amagami SS），17岁（Amagami SS Plus）班级：1-B俱乐部：游泳队身高：160厘米体重：50公斤生日：2月21日血型：Tachibana Miya的OA同学。她是他们学校女子游泳队的一员。她有一个弟弟叫伊国，性格很冷静，很谦虚。她的故事是动画的第四个弧线。
882,nao_(mabinogi),nao_(mabinogi),,,ナオ,"A mascot character of Nexon corporation's MMORPG Mabinogi.She helps players getting started in Mabinogi.Besides answering questions about the game she also provides assistance to players paying for the Nao Service, which includes such services as resurrecting fallen characters and giving presents to characters on their birthday.In the game she is found in the Soul Stream, where she greets and guides starting characters into the world of Mabinogi. She doesn't like to talk about her past, but reveals that as a young girl she was rather small and had felt jealous of the other girls who matured faster than herself.",Nexon corporation的MMORPG Mabinogi的吉祥物角色。她帮助玩家开始使用Mabinogi。除了回答有关游戏的问题外，她还为支付Nao服务的玩家提供帮助，其中包括复活堕落的角色和在角色生日时给他们送礼物等服务。在游戏中，她被发现在灵魂流中，在那里她迎接并引导开始的角色进入Mabinogi的世界。她不喜欢谈论自己的过去，但她透露，作为一个年轻的女孩，她是相当小，并感到嫉妒的其他女孩谁成熟快于自己。
883,naoe_riki,naoe_riki,,,直枝理樹,,
884,naomi_(girls_und_panzer),naomi_(girls_und_panzer),,,ナオミ|ナオミ(Gup)|サンダース大学付属高校|ナオアリ,,
885,narancia_ghirga,narancia_ghirga,,,ナランチャ・ギルガ|ナランチャ,A supporting character from JoJo no Kimyou na Bouken Part 5. His Stand is Aerosmith.,金尤娜·布肯第五集的配角。他的展台是史密斯。
886,narmaya_(granblue_fantasy),narmaya_(granblue_fantasy),,,ナルメア,"Playable dark-type character in Granblue Fantasy.Akatana-wielding draph girl with blue eyes and long, light purple/purple hair adorned with hair ornaments that's fashioned with two low-tied frontal locks, a single left-sided braid, and bangs draped over her left eye. Has horns are black and curve towards the front. Like most draph characters, she also has big breasts.Wears a sleeveless coat that is closed at the top. Underneath is a black vest-like garment with various belts with what seems to be no bottom. Her legwear consists of a single black thighhigh on her left leg and a black boot on her right along with a thigh strap (both footwear having high heels). Lastly, she has black uneven elbow gloves.Narmaya has a overall airy and aloof demeanor. She is rather obsessive over the main character, constantly babying and worrying about him/her whilst wanting to be seen as a big sister.Her overall design has put her amongst the most popular female characters in the game. Some like to say that she knocked the previously popular Danua out of the spotlight.Due to her popularity, she has been given a number of alternate versions: an SSR Water Summer version in 2016, an SSR Earth Holiday version in 2019 and a Grand version in 2021.",Granblue幻想中可玩的黑暗类型角色。挥舞着阿卡塔纳的德拉菲女孩，蓝色眼睛，浅紫色/紫色长发，饰有发饰，两个低垂的前锁，一条左侧的辫子，刘海垂在左眼上。它的角是黑色的，朝前弯曲。像大多数德拉菲的角色一样，她也有大乳房，穿着一件顶部封闭的无袖外套。下面是一件黑色背心式的衣服，上面系着各种各样的皮带，似乎没有底。她的腿上穿的是左腿的黑色长筒靴，右腿的黑色靴子和大腿带（两种鞋子都有高跟鞋）。最后，她戴着黑色凹凸不平的肘部手套。纳尔玛雅有一个整体的空气和超然的举止。她对主角相当痴迷，不停地照顾和担心他/她，同时希望被视为一个大姐。她的整体设计使她成为游戏中最受欢迎的女性角色之一。有人喜欢说，她把之前很受欢迎的《达努阿》从聚光灯下打掉了，由于她的受欢迎，她得到了很多备选版本：2016年的SSR水夏版、2019年的SSR地球假日版和2021年的盛大版。
887,narukami_yuu,narukami_yuu,,,鳴上悠|瀬多総司,"The protagonist of Persona 4. Nephew of Doujima Ryoutarou and cousin/big brother figure of Doujima Nanako.Originally nameless in the video game, he is given the name ""Seta Souji"" in the manga adaptation and ""Narukami Yuu"" in the anime adaptation.He is nicknamed Banchou for a number of reasons:
His starting Persona, Izanagi, wears a banchou-style outfit (gakuran and tall geta)
In the Miss? Contest, he dresses as a sukeban
Compared to the protagonist of Persona 3, Yuuki Makoto, he has a number of much more manly conversation/action choices
This nickname gained official acknowledgement in the PV for Persona 4: The Ultimate in Mayonaka Arena, in which he is called the ""steel siscon banchou"" (鋼のシスコン番長).",人物角色4的主人公，豆岛龙太郎的侄子，豆岛南子的表兄/大哥，原本在电子游戏中是无名的，在漫画改编中被命名为“Seta Souji”，在动漫改编中被命名为“Narukami yu”。他被昵称为Banchou有很多原因：
888,natalia_(idolmaster),natalia_(idolmaster),,,ナターリア,An iDOLM@STER Cinderella Girls character in the Passion (Yellow Sun) category. She is a 14-year-old Brazilian girl who is not fluent in Japanese.,一iDOLM@STER灰姑娘的性格在激情（黄太阳）类。她是一个14岁的巴西女孩，日语不流利。
889,natori_sana,natori_sana,,,名取さな|ヌォンタート,A virtual youtuber nurse with the copyright tag sana channel.,一个虚拟的youtuber护士，版权标签是sana channel。
890,natsu_megumi,natsu_megumi,,,奈津恵|チマメ隊|メグ,A character from Gochuumon wa usagi desu ka?. Schoolmate and friend of Kafuu Chino.,一个来自Gochuumon wa usagi desu ka？的角色？。卡富奇诺的同学和朋友。
